1.109676	1731.793884
1.129577	1710.752354
1.149238	1687.667229
1.162035	1669.456369
1.168261	1660.650949
1.186529	1628.691339
1.198523	1601.622588
1.203724	1589.827262
1.217413	1547.543087
1.219335	1541.124526
1.228207	1499.027757
1.231726	1474.890189
1.234516	1453.318907
1.236536	1409.952612
1.236907	1374.842304
1.236611	1367.573499
1.234553	1326.181197
1.230896	1285.460273
1.226243	1245.095092
1.220498	1205.101485
1.218541	1189.985175
1.214360	1165.150373
1.207786	1125.246281
1.201588	1085.033118
1.194023	1045.232351
1.187705	1004.746841
1.184055	982.479139
1.180856	964.304807
1.174407	923.525408
1.168405	882.395869
1.156838	799.440302
1.147685	714.964762
1.147489	707.350267
1.144955	671.925043
1.141850	628.891020
1.141194	601.580996
1.141393	585.028471
1.140862	541.166063
1.143899	496.472405
1.149556	451.374415
1.154639	421.928224
1.158723	405.892532
1.172761	360.064585
1.180003	342.757738
1.196812	313.592104
1.228193	269.583573
1.232732	267.030677
1.288068	220.677658
1.318219	202.336112
1.377988	175.162062
1.496496	142.308930
-1.260867	96.514722
-0.685862	81.972214
-0.574173	82.697335
-0.119270	100.147595
0.249538	154.212591
0.360811	192.853791
0.447067	250.007064
0.450895	254.912776
0.491068	305.542039
0.517349	356.028347
0.532857	405.679795
0.540075	443.569406
0.543100	454.889921
0.547957	503.093679
0.548799	513.901843
0.551833	587.666470
0.551063	597.951977
0.550293	644.597141
0.549453	666.544739
0.548392	690.720794
0.544407	735.808820
0.542040	752.267822
0.538684	779.879280
0.532528	823.464385
0.528325	849.225648
0.525994	866.575057
0.518169	908.726983
0.510121	950.440931
0.506653	964.617460
0.500981	991.249142
0.492566	1032.133597
0.483141	1072.154991
0.475218	1110.485995
0.474396	1112.264757
0.458672	1192.713719
0.452310	1233.474664
0.447063	1274.714339
0.443518	1316.843909
0.442852	1360.698270
0.442709	1372.779740
0.444798	1406.269660
0.449337	1445.969913
0.450343	1454.447638
0.461184	1501.280893
0.463271	1508.431863
0.476015	1545.221444
0.492701	1581.547803
0.510748	1612.184384
0.529653	1639.009506
0.549197	1662.988378
0.569776	1683.371964
0.591162	1701.128598
0.613772	1715.557192
0.635628	1726.652638
0.637369	1727.631605
0.663455	1734.344392
0.680379	1735.979453
0.692622	1735.292231
0.713322	1731.618212
0.727858	1725.735735
0.740419	1719.669231
0.764495	1703.452833
0.780227	1688.961150
0.786090	1683.282113
0.806535	1661.025323
0.825872	1636.538696
0.844553	1610.438195
0.862612	1582.638289
0.880901	1554.601416
0.899040	1525.537556
0.917471	1496.200836
0.918002	1495.593217
0.936229	1466.587154
0.955350	1436.694000
0.995254	1376.906990
1.016126	1347.039826
1.059963	1287.441972
1.083043	1257.752731
1.088275	1250.901907
1.106862	1227.871275
1.131498	1197.815776
1.157043	1167.608767
1.158268	1165.889926
1.183261	1136.351837
1.210942	1105.919871
1.269311	1042.085546
1.279329	1031.592834
1.300939	1010.660616
1.334082	978.366567
1.369236	946.240050
1.398062	921.801504
1.406809	915.364040
1.446665	883.884655
1.461297	873.314013
1.489391	853.911494
1.529235	828.799410
1.535092	824.609259
-1.557544	797.153700
-1.540905	788.435904
-1.505145	770.744085
-1.464838	752.302887
-1.449032	745.604251
-1.388956	721.987387
-1.385724	720.385805
-1.324719	700.176198
-1.302652	692.843076
-1.255743	679.530201
-1.216174	669.757487
-1.182817	662.309505
-1.128425	650.722884
-1.104350	646.106000
-1.038853	635.958487
-0.933078	622.415692
-0.862972	616.079354
-0.838963	614.400688
-0.776737	610.713964
-0.739611	609.916073
-0.690678	609.179114
-0.634519	609.125895
-0.607621	609.693740
-0.526906	612.660971
-0.524676	613.024001
-0.448180	618.664972
-0.411619	622.563914
-0.372010	627.484741
-0.298825	638.876925
-0.098986	688.936295
-0.085351	693.086828
-0.039558	710.119419
0.010835	730.606765
0.016265	732.660789
0.068604	757.345413
0.102058	774.594391
0.117665	782.977770
0.163512	810.372941
0.247248	865.896080
0.271655	882.942943
0.285720	893.799544
0.322157	921.996258
0.356756	950.406465
0.389697	978.962547
0.421146	1007.607444
0.445112	1031.024156
0.450828	1037.193258
0.479705	1065.867107
0.506605	1096.257112
0.532486	1126.535615
0.533251	1127.043622
0.557455	1156.680250
0.580679	1188.345084
0.603151	1219.793732
0.665398	1315.116152
0.684633	1347.140284
0.698349	1371.663522
0.720921	1411.829921
0.755382	1476.029174
0.771965	1508.027252
0.788776	1539.012673
0.805379	1569.722808
0.821797	1600.167883
0.838511	1629.690326
0.855535	1658.339412
0.873338	1685.524332
0.891935	1711.341157
0.912248	1734.667748
0.925635	1747.073775
0.934758	1755.120245
0.960892	1771.270956
0.964357	1773.088958
0.993094	1780.925248
0.994342	1780.672153
1.020540	1779.602256
1.041775	1774.486463
1.044777	1773.697616
1.067252	1762.707136
1.088675	1748.186346
