7167	-9102
7207	-9098
7247	-9091
7274	-9083
7287	-9079
7327	-9061
7355	-9043
7367	-9035
7402	-9003
7407	-8998
7434	-8963
7447	-8942
7458	-8923
7475	-8883
7487	-8850
7489	-8843
7500	-8803
7509	-8763
7517	-8723
7524	-8683
7527	-8668
7531	-8643
7538	-8603
7546	-8563
7553	-8523
7562	-8483
7567	-8461
7571	-8443
7581	-8403
7592	-8363
7616	-8283
7644	-8203
7647	-8196
7660	-8163
7676	-8123
7687	-8098
7694	-8083
7712	-8043
7732	-8003
7753	-7963
7767	-7937
7775	-7923
7798	-7883
7807	-7868
7823	-7843
7847	-7805
7849	-7803
7876	-7763
7887	-7747
7904	-7723
7927	-7693
7967	-7643
8001	-7603
8007	-7596
8037	-7563
8087	-7513
8118	-7483
8163	-7443
8167	-7440
8207	-7407
8247	-7375
8287	-7345
8318	-7323
8327	-7316
8367	-7289
8376	-7283
8438	-7243
8447	-7238
8487	-7214
8506	-7203
8527	-7191
8567	-7170
8582	-7163
8607	-7151
8647	-7133
8671	-7123
8687	-7116
8727	-7101
8767	-7087
8781	-7083
8807	-7075
8847	-7063
8887	-7053
8925	-7043
8927	-7043
9007	-7023
9047	-7012
9087	-7000
9127	-6986
9167	-6968
9178	-6963
9207	-6946
9240	-6923
9247	-6918
9282	-6883
9287	-6877
9311	-6843
9331	-6803
9344	-6763
9352	-6723
9356	-6683
9355	-6643
9350	-6603
9340	-6563
9327	-6526
9326	-6523
9304	-6483
9287	-6459
9273	-6443
9247	-6418
9226	-6403
9207	-6391
9167	-6372
9138	-6363
9127	-6360
9087	-6352
9047	-6348
9007	-6347
8967	-6349
8927	-6352
8887	-6357
8847	-6363
8846	-6363
8807	-6370
8767	-6378
8687	-6396
8647	-6406
8567	-6428
8527	-6440
8518	-6443
8487	-6453
8447	-6467
8407	-6482
8405	-6483
8367	-6499
8327	-6516
8247	-6556
8234	-6563
8207	-6577
8167	-6600
8127	-6624
8096	-6643
8087	-6648
8047	-6674
8033	-6683
8007	-6700
7972	-6723
7967	-6727
7927	-6754
7914	-6763
7887	-6782
7858	-6803
7847	-6811
7807	-6841
7805	-6843
7767	-6872
7754	-6883
7727	-6905
7705	-6923
7687	-6938
7659	-6963
7647	-6974
7615	-7003
7567	-7051
7537	-7083
7527	-7094
7502	-7123
7487	-7140
7468	-7163
7447	-7190
7437	-7203
7408	-7243
7407	-7244
7380	-7283
7367	-7302
7353	-7323
7327	-7363
7252	-7483
7247	-7492
7228	-7523
7207	-7559
7205	-7563
7182	-7603
7167	-7630
7160	-7643
7138	-7683
7098	-7763
7087	-7788
7080	-7803
7063	-7843
7047	-7883
7032	-7923
7018	-7963
7007	-7995
7004	-8003
6992	-8043
6979	-8083
6967	-8123
6967	-8124
6956	-8163
6944	-8203
6933	-8243
6903	-8363
6894	-8403
6887	-8433
6877	-8483
6863	-8563
6857	-8603
6853	-8643
6850	-8683
6848	-8723
6848	-8763
6850	-8803
6855	-8843
6863	-8883
6876	-8923
6887	-8947
6895	-8963
6923	-9003
6927	-9008
6965	-9043
6967	-9044
7007	-9068
7042	-9083
7047	-9085
7087	-9095
7127	-9100
